OBJ_ID;NAME;OTYPE_ID;OTYPE_NAME;SYSTEM_STATUS;LV_ID;MASTER_RECORD;LTYPE_ID;LTYPE_NAME;ORIGINAL_FILENAME;BINARY_FILENAME;CATEGORY_TREE_NAMES;CATEGORY_TREE_IDS;AGENCY;CONTACT;DESC;IMG_TYPE_HAWERA;INIT_NAME;PHOTOGRAPHER;PRIMEMEDIAPOOL$DEFAULT$RELATED_COUNTRIES
"279214";"F00Y266579_packed";"21";"Images Hawera";"ok";"1432625";"x";"25";"HIRES_TIFF_RGB";"F00Y266579_packed.tif";"BOEWMDB5_o279214v25_F00Y266579_packed.tif";"";"";"";"Martina Lüthi";"";"Packaging image";"";"";""
